gene	A01	A03	A06	A07	A08	D36_SCC	D39_SCC	D42_SCC	D44_SCC	E57_SCC	
Gm3772	0	0	0	0	2	6	10	10	9	0	
Gm3776	0	0	0	0	2	0	0	0	1	0	
Rnasek	153	38	127	84	58	39	111	24	14	38	
Rnasel	117	68	319	214	54	98	276	167	84	33	
Memo1	72	16	140	44	42	8	139	35	21	121	
Rnase1	1	2	0	0	5	0	5	20	6	0	
0610040J01Rik	43	3	51	18	28	60	206	35	16	69	
Rnase6	33	1	19	5	4	2	6	64	20	3	
Rnase9	0	0	0	0	0	0	0	7	0	2	
C1d	34	16	95	22	3	21	28	22	11	37	
Nop10	77	40	154	80	13	2	58	10	15	5	
Nop14	103	39	236	61	6	37	152	38	31	88	
Nop16	4	8	79	14	7	5	98	28	25	38	
Sult1e1	0	0	0	0	1	6	3	16	1	4	
Gm6116	0	0	4	1	0	15	1	11	8	9	
Bnip2	265	109	882	240	101	52	268	85	29	177	
Nrbf2	39	4	80	44	30	1	18	27	14	130	
Tas2r123	0	0	0	0	0	6	0	5	1	0	
Tas2r122	0	0	0	0	0	3	7	8	1	0	
Tas2r121	0	0	0	0	0	6	0	0	3	0	
Tas2r120	0	0	0	0	0	0	0	12	2	0	
Tas2r126	2	12	1	6	0	0	0	8	6	2	
Tas2r125	0	0	0	0	0	0	1	1	2	0	
Tas2r124	0	0	0	1	0	9	2	6	7	0	
Tas2r129	0	0	0	0	0	0	0	1	0	0	
Ubqln2	71	34	310	67	86	73	66	62	30	171	
BC048562	0	0	0	0	1	4	6	8	10	4	
Ubqln1	262	113	759	332	219	40	363	79	49	173	
Ubqln4	144	24	422	109	23	82	290	76	31	112	
Gm2913	0	0	0	0	0	0	0	0	0	0	
Cyb5a	263	141	959	188	259	62	419	69	38	54	
Cyb5b	536	283	918	544	233	89	415	99	57	419	
Mdh2	103	92	363	127	61	52	158	43	34	210	
Mdh1	79	72	204	178	42	21	218	43	14	105	
Pacsin1	0	7	7	2	2	50	20	40	33	11	
Pacsin3	48	16	208	13	48	44	58	41	12	81	
Pacsin2	273	182	1056	239	123	42	291	178	79	369	
Tchp	8	6	116	18	12	19	63	66	47	44	
Tchh	13	7	118	5	5	100	205	163	98	172	
Ubqlnl	3	2	2	0	5	14	7	19	20	2	
Timm8a1	29	2	37	28	0	12	50	28	12	48	
Timm8a2	2	0	0	0	6	0	1	12	11	5	
AY512915	0	1	2	2	1	16	10	25	22	4	
Rogdi	16	9	92	18	32	10	57	24	3	30	
1810014B01Rik	1	2	18	3	0	0	11	10	0	0	
Pcif1	20	11	289	61	18	38	92	43	17	61	
Terc	7	0	9	0	0	5	6	8	0	31	
Cd177	23	0	1	0	0	49	59	28	16	8	
Mir449b	0	0	0	0	0	0	0	0	0	0	
Mir449c	0	0	0	0	0	0	0	0	0	0	
Gtf2b	21	6	172	36	20	11	63	29	12	97	
Rmst	0	0	0	0	0	3	12	25	11	4	
Tfam	45	14	203	3	13	17	68	44	18	151	
Gtf2i	334	202	1284	290	142	42	289	106	51	307	
Jakmip3	0	4	4	0	3	7	6	53	14	32	
Jakmip2	5	16	2	27	0	7	4	28	15	4	
Jakmip1	8	2	53	0	0	13	21	18	14	6	
Las1l	71	36	293	59	63	54	119	111	32	83	
Lin52	36	25	90	66	15	7	69	24	11	4	
Snord7	0	0	0	0	0	0	0	0	0	0	
Snord2	114	140	130	181	93	62	193	461	329	335	
Mkln1os	0	0	0	0	1	0	3	3	0	3	
2310081J21Rik	0	0	2	0	0	0	0	12	2	2	
Cd209b	16	7	7	1	1	3	16	27	11	4	
Cd209c	89	114	145	91	95	733	712	1576	1019	481	
Cd209a	6	0	54	11	26	9	0	9	5	0	
Cd209f	0	0	23	0	0	3	0	6	2	0	
Cd209g	1	0	3	6	0	3	1	4	3	0	
Cd209d	0	0	0	0	2	0	5	2	1	0	
Cd209e	11	0	4	0	0	0	0	12	7	0	
Gm10445	0	0	0	0	0	0	0	5	1	1	
Gm10440	3	0	1	12	20	19	7	14	9	3	
Mir19b-2	0	0	0	0	0	0	0	0	0	0	
Mir19b-1	0	0	0	0	0	0	0	0	0	0	
Ereg	0	1	0	0	0	44	213	32	15	99	
Lce6a	2	0	0	0	0	3	2	5	0	2	
A130077B15Rik	405	543	857	345	541	4476	4261	11593	5750	2341	
Jmy	266	179	796	204	148	54	366	134	63	227	
Gmip	76	46	102	71	52	67	105	82	42	44	
Rpp38	1	5	30	3	1	7	8	21	12	0	
Tfpt	20	4	59	15	1	0	36	19	7	22	
Tbc1d19	45	26	138	83	54	12	65	16	18	10	
Olfr943	0	0	0	0	0	0	0	2	0	2	
Tfpi	84	21	116	161	10	20	48	39	32	6	
Tbc1d12	109	35	196	86	15	0	21	19	19	20	
Tbc1d13	58	76	158	102	53	15	84	37	16	88	
Tbc1d16	191	80	356	175	90	14	38	75	32	26	
Tbc1d17	87	36	129	39	3	81	84	30	22	20	
Tbc1d14	106	91	243	55	21	45	138	60	51	83	
Tbc1d15	85	40	384	84	31	35	224	63	27	150	
Dlg1	285	68	789	234	155	27	391	98	57	309	
Dlg3	85	38	253	136	25	40	237	76	36	164	
Dlg2	3	2	15	3	1	29	21	70	40	9	
Dlg5	199	62	369	165	103	134	484	193	69	232	
Dlg4	85	15	111	30	46	43	16	63	40	129	
Mir6537	0	0	0	0	0	0	0	0	0	0	
Nlrp9a	0	2	0	6	3	32	4	22	15	5	
A1cf	0	0	0	0	0	30	12	28	21	1	
Nlrp9c	0	0	2	0	0	3	1	13	7	1	
1500015O10Rik	0	0	0	0	0	0	1	6	6	5	
Skint11	0	0	0	0	1	5	0	6	4	0	
Skint10	0	0	1	0	0	0	2	8	0	2	
Itgb2l	0	1	0	1	0	0	2	11	10	6	
Rgs7bp	1581	564	3443	725	459	170	533	659	261	961	
Igdcc3	1	0	9	0	1	8	9	22	16	0	
Igdcc4	35	3	15	0	2	11	23	65	46	15	
4930435E12Rik	0	1	3	0	0	0	4	37	15	0	
Cdk3-ps	0	0	4	1	0	4	1	11	16	3	
Mir6391	0	0	0	0	0	0	0	2	0	0	
Mir6390	0	0	0	0	0	0	0	0	0	0	
Mir6393	0	0	0	0	0	1	0	2	0	0	
Mir6392	0	0	0	0	0	0	0	0	0	0	
Mir6395	0	0	0	0	0	0	0	0	0	0	
Mir6394	0	0	0	0	0	0	0	1	0	0	
Mir6397	0	0	0	0	0	0	0	0	0	0	
Mir6396	0	0	0	0	0	0	0	0	0	0	
Mir6399	0	0	0	0	0	0	0	0	0	0	
Mir6398	0	0	0	0	0	0	0	0	0	0	
Enho	13	3	43	22	0	1	14	15	12	6	
D030028A08Rik	7	1	11	11	4	15	5	46	19	7	
1700020D05Rik	0	0	8	0	0	6	0	27	6	0	
Kif21a	145	53	535	47	69	96	513	129	63	812	
Lmtk3	6	11	2	3	2	70	40	76	59	65	
Lmtk2	357	138	1166	406	163	95	498	169	73	259	
Notum	3	7	27	1	0	16	78	20	11	46	
Tsfm	11	8	7	10	13	10	27	6	6	7	
Gp1ba	60	18	122	105	43	119	56	123	79	32	
Tgm2	743	413	2256	669	428	58	507	173	83	162	
Pirt	490	478	467	771	428	141	119	140	108	250	
Gp1bb	21	0	6	18	0	1	24	12	13	30	
Tgm3	5	11	4	4	2	38	48	68	50	118	
Tgm5	2	0	0	4	0	9	9	17	10	29	
Oxa1l	27	3	279	45	22	58	159	29	16	17	
4921515E04Rik	0	5	7	3	5	27	21	117	57	17	
E030044B06Rik	0	0	0	0	0	11	5	20	7	2	
Efhb	20	4	71	1	3	15	79	36	17	8	
Mir1905	0	0	0	0	0	0	0	3	6	0	
Prkab2	42	42	161	24	19	10	86	46	18	39	
Prkab1	59	6	131	86	19	36	264	50	31	68	
Gm13154	10	0	11	0	1	41	14	25	19	0	
Gm13157	20	17	31	9	3	11	28	26	13	4	
Gm13152	7	2	3	15	2	8	2	8	1	6	
Adat1	25	6	33	17	12	18	49	51	28	31	
Adat3	3	0	13	0	0	10	17	9	3	7	
Adat2	2	3	36	14	0	10	10	19	6	1	
Rsbn1l	273	209	665	193	133	31	497	63	33	118	
Ubxn2b	63	6	140	22	9	18	43	32	13	40	
Ubxn2a	260	61	570	262	96	34	251	101	58	301	
Prl6a1	0	0	0	0	0	0	0	2	0	0	
Mir195b	0	0	0	0	0	0	0	0	0	0	
Mir195a	0	0	0	0	0	0	0	0	0	0	
Nrf1	64	112	240	118	37	15	102	63	20	74	
1700120G07Rik	0	0	0	0	0	1	2	10	4	2	
Il18r1	705	332	1017	498	253	359	885	210	122	152	
5730408K05Rik	91	105	149	94	113	144	353	82	62	442	
7420700N18Rik	0	0	0	0	2	13	5	7	3	0	
Mir1958	0	0	0	0	0	0	0	0	0	0	
Mir1956	0	0	0	0	0	0	0	0	0	0	
Cend1	2	0	2	3	1	19	5	49	30	4	
Mir1955	0	0	0	0	0	0	52	0	0	0	
Mir1952	0	0	0	0	0	0	0	2	0	0	
Mir1953	0	0	0	0	0	2	0	0	1	0	
Mir1950	0	0	0	0	0	0	0	0	0	0	
Mir1951	0	0	0	0	0	0	0	0	0	0	
Cyp7b1	4	5	14	11	1	50	33	10	3	0	
Ambra1	162	51	278	162	79	157	250	113	57	137	
4933438K21Rik	5	1	15	10	11	129	50	188	103	35	
Lca5	40	4	44	71	19	24	19	40	25	20	
Tspy-ps	0	0	0	0	0	0	0	0	0	0	
Gm5801	27	0	49	1	0	0	9	7	0	51	
Gm5800	0	0	0	0	0	0	0	0	0	0	
Gm5803	2	2	1	2	2	13	2	30	13	15	
Olfr487	0	0	0	0	0	0	0	0	0	0	
Olfr480	0	0	0	0	0	1	3	9	1	0	
Olfr481	0	0	0	0	0	7	0	0	3	0	
Olfr482	0	0	0	0	1	0	0	0	0	0	
Olfr483	0	0	6	0	0	0	2	0	6	6	
Olfr488	0	0	0	0	1	0	1	5	4	0	
Pvrl1	160	119	549	126	113	243	677	144	117	794	
Pvrl3	250	117	612	340	244	63	50	40	16	47	
Pvrl2	69	54	409	126	84	114	192	107	44	307	
Pvrl4	24	15	74	9	13	95	289	54	39	291	
Cwc27	39	52	122	49	3	14	67	20	9	91	
Cwc25	56	20	270	70	33	32	113	52	45	45	
Cwc22	93	39	286	64	44	75	151	154	61	30	
Lcat	18	0	3	0	1	9	0	22	12	3	
Olfr738	0	0	0	0	0	2	0	4	1	0	
Olfr739	0	0	0	0	0	1	4	0	1	0	
Olfr736	1	0	0	0	0	22	8	6	1	0	
Olfr734	0	0	0	0	0	8	0	9	5	1	
Olfr735	0	0	0	0	0	7	0	10	4	2	
Olfr732	0	0	0	1	0	0	0	7	6	0	
Olfr733	0	0	0	0	0	0	0	2	0	0	
Olfr730	0	0	0	0	0	0	0	1	0	0	
Olfr731	0	0	0	0	0	0	0	4	0	0	
Slc2a4rg-ps	38	14	64	23	25	1	19	16	15	15	
Lrrc52	0	0	0	8	0	6	1	6	0	3	
Lrrc51	13	0	11	9	1	6	42	39	11	24	
Lrrc56	35	0	17	2	0	8	4	20	20	2	
Lrrc57	24	6	41	41	51	2	43	24	21	2	
Lrrc55	1	0	3	0	1	18	5	50	21	1	
Lrrc58	1114	504	2864	1212	661	88	784	197	100	478	
Lrrc59	122	72	336	84	97	46	267	68	40	257	
Gm11149	0	0	0	0	0	5	0	8	1	0	
Gm14393	0	0	4	4	0	7	1	0	2	0	
Gm14391	0	0	0	0	0	0	0	0	0	0	
Umodl1	0	2	4	3	1	22	4	58	29	9	
Hsd17b1	2	0	0	1	6	4	9	10	4	0	
Hsd17b2	0	0	3	1	0	11	98	41	10	238	
Mrto4	14	1	91	12	1	4	25	38	10	81	
Hsd17b4	150	60	711	79	89	0	195	27	23	24	
Cby1	16	65	69	23	16	17	62	24	11	17	
Hsd17b6	1	0	0	0	0	0	4	7	6	0	
Hsd17b7	57	7	141	7	0	20	141	32	24	52	
Col8a2	21	5	108	17	2	13	5	20	7	1	
Col8a1	51	43	204	32	14	66	137	50	19	97	
Gpnmb	96	23	36	28	59	125	328	350	69	542	
Dram1	823	269	2271	837	384	18	360	59	25	371	
B3galt4	18	0	1	19	13	13	8	39	15	17	
Dram2	173	53	380	161	85	134	283	68	27	113	
Rtn4	345	94	1287	240	211	123	875	170	70	553	
Rtn1	20	4	31	76	14	60	23	42	6	15	
Rtn2	27	4	23	7	6	7	9	27	23	8	
Rtn3	422	163	815	336	124	147	358	102	42	190	
5930430L01Rik	38	33	35	16	9	49	76	66	46	21	
A130010J15Rik	60	89	70	140	87	53	85	75	46	74	
Apol9a	0	0	1	0	1	6	28	16	10	50	
Taldo1	142	59	332	92	44	14	305	61	52	254	
Pkp4	298	125	757	262	146	119	412	85	55	263	
Pkp3	4	10	54	14	0	44	142	53	34	115	
Pkp2	46	17	347	28	33	4	54	18	16	125	
Pkp1	0	0	1	4	4	201	813	138	108	644	
Ros1	2	0	22	37	23	12	10	60	33	2	
Serpinb9d	0	0	2	3	1	4	2	47	23	1	
Aldoart1	0	2	4	0	2	5	2	26	18	10	
Aldoart2	0	0	0	1	1	11	14	16	8	14	
Zg16	0	0	0	0	0	0	2	1	0	2	
Clptm1l	188	83	441	71	71	130	159	39	20	76	
Cd200r1	3	0	45	5	12	6	0	12	1	21	
Cd200r2	16	1	5	5	8	27	25	96	61	21	
Cd200r3	0	0	0	0	0	3	0	21	7	1	
Cd200r4	0	0	1	3	0	0	0	2	0	0	
Fam72a	0	1	2	2	2	66	8	13	15	16	
Vps72	123	27	389	61	19	60	158	73	51	171	
Scaper	146	58	436	155	37	40	207	51	27	108	
Gm15114	0	0	0	0	0	0	1	3	8	0	
Ergic2	223	21	354	155	24	26	150	56	16	41	
Ergic3	73	73	343	92	69	31	177	32	28	80	
Ergic1	187	179	376	187	65	15	461	92	63	202	
Derl1	167	92	336	126	98	25	175	55	38	270	
Derl2	74	28	268	107	57	30	223	48	48	33	
Derl3	2	0	1	4	2	1	7	13	4	13	
Clic6	48	23	275	46	27	15	36	54	35	40	
Clic4	1427	903	5269	1278	760	78	578	131	66	399	
Clic5	3107	1701	6791	2708	1156	160	737	130	91	329	
Clic3	210	114	399	143	180	36	265	32	23	114	
Clic1	230	58	702	175	174	71	710	68	31	255	
1700081H04Rik	0	0	1	1	0	0	0	5	0	0	
4930417O13Rik	0	0	0	0	0	9	0	6	0	1	
2310016D03Rik	0	0	0	0	0	28	1	3	0	0	
Srebf2	242	119	400	231	110	131	323	112	39	570	
Hrasls5	0	0	1	1	0	17	4	22	14	2	
Srebf1	138	58	401	197	75	32	258	42	35	229	
4930520O04Rik	0	0	5	8	3	4	6	10	11	2	
Ctf2	0	0	3	0	0	0	8	5	5	4	
Ctf1	29	1	12	2	29	30	15	12	5	0	
Clhc1	0	0	1	1	2	0	3	10	14	3	
Gm18409	0	2	2	0	0	7	5	19	7	5	
3632454L22Rik	21	42	18	27	30	68	32	34	15	6	
2210408I21Rik	19	16	54	4	1	6	47	38	28	7	
Rabgap1l	735	248	1911	572	317	71	435	137	63	239	
N4bp2l1	28	1	54	14	6	14	61	14	3	9	
N4bp2l2	329	94	776	276	111	123	411	123	45	188	
2210019I11Rik	1	4	0	0	2	2	11	9	10	1	
BC064078	2	24	15	3	11	19	95	38	20	46	
Isx	0	0	3	1	1	11	19	27	15	2	
Ddx39b	218	121	509	165	132	53	288	44	37	127	
Scgb2b26	0	0	0	0	0	0	2	2	2	0	
Scgb2b24	0	0	0	0	0	0	0	0	3	4	
Pla2g10os	0	0	0	0	0	1	3	12	3	0	
AI839979	4	0	0	0	4	0	1	18	9	11	
Dbf4	3	1	152	11	23	0	29	21	13	16	
Gm21586	0	0	0	0	0	0	0	0	0	0	
P2ry1	17	4	28	31	13	60	38	42	23	7	
Snord52	8	15	15	17	14	9	30	36	11	55	
Snord53	0	0	0	0	0	0	0	1	0	0	
Snord55	1239	1510	1248	1985	1305	459	1272	1567	1069	2983	
Snord57	45	45	42	58	47	14	56	96	65	113	
Slc30a9	117	94	375	105	52	16	154	20	23	85	
Slc30a8	3	3	10	6	7	17	9	36	28	2	
Slc30a5	47	91	178	250	126	25	125	49	26	126	
Slc30a4	101	52	426	139	63	75	271	159	88	412	
Slc30a7	301	164	562	130	154	73	401	86	58	147	
Slc30a6	50	7	1	21	2	8	54	23	15	11	
Slc30a1	190	100	506	130	53	71	159	47	44	33	
Slc30a3	0	1	0	0	0	0	0	5	5	2	
Slc30a2	3	0	3	0	4	20	3	25	13	4	
Msi2	663	459	1510	657	366	59	1072	125	63	207	
Msi1	11	6	28	2	22	33	25	24	18	7	
Crls1	54	1	145	33	5	26	51	16	16	92	
Lyst	400	144	1330	288	178	174	632	181	83	220	
Erbb2	86	51	262	42	88	128	505	119	71	239	
Erbb3	58	123	242	68	38	93	388	90	67	234	
Cnst	86	87	188	63	93	22	152	65	21	49	
Erbb4	0	0	20	13	10	10	23	56	24	21	
Vmn1r93	0	0	0	0	0	0	0	0	0	0	
Vmn1r90	0	0	0	0	0	0	0	0	0	0	
Vmn1r91	0	2	0	0	1	0	0	4	1	0	
Vmn1r94	0	0	0	0	0	0	0	0	0	0	
Vmn1r95	0	0	0	0	0	0	0	0	0	0	
Gm20187	2	2	19	4	3	35	20	132	56	9	
Lsm8	19	29	20	0	4	12	12	9	3	45	
Lsm4	10	0	26	5	8	2	62	7	4	35	
Eef1g	437	135	876	223	192	162	516	179	91	463	
Eef1d	141	39	343	123	58	64	241	59	34	199	
Lsm7	3	0	18	11	28	21	29	4	4	21	
Lsm1	14	35	34	21	4	8	19	18	14	6	
Lsm2	29	10	42	19	28	1	31	26	12	36	
Lsm3	6	0	77	7	23	5	24	17	9	42	
Zmynd15	29	1	9	2	2	17	34	23	24	10	
Zmynd12	0	0	0	0	19	2	0	11	3	0	
Zmynd10	30	31	37	9	0	14	2	14	4	3	
Zmynd11	359	115	872	168	145	30	314	90	40	180	
Mon1a	11	6	63	25	19	35	51	29	38	36	
Mon1b	101	77	297	127	57	53	128	87	66	69	
Zmynd19	16	0	60	3	3	17	31	24	11	41	
Tpx2	21	18	78	5	5	8	117	70	31	183	
4933433H22Rik	0	0	2	0	3	22	43	40	17	24	
Yap1	384	108	805	239	134	79	265	55	34	282	
Ppp1r26	247	283	291	296	162	74	74	142	91	138	
Ppp1r27	0	2	0	0	0	1	2	15	10	0	
Ppp1r21	70	11	128	66	29	19	91	34	28	140	
Fcmr	37	22	3	52	0	7	13	24	31	7	
1700092K14Rik	1	0	0	0	0	0	0	5	1	0	
Vprbp	96	57	592	191	83	113	233	63	51	65	
Gm2030	0	0	0	0	0	4	0	3	0	0	
Cyp2c70	0	0	0	0	0	0	0	12	2	0	
Aym1	0	0	0	0	0	19	5	17	11	1	
Tbrg4	39	9	55	15	24	10	109	54	30	27	
Smarca5-ps	4	1	19	0	2	13	54	52	26	38	
1500026H17Rik	5	1	4	4	7	49	12	79	35	15	
Man1a	168	13	240	72	76	13	140	46	17	170	
Churc1	31	28	138	62	54	80	152	150	113	103	
5730457N03Rik	8	0	5	1	2	20	15	31	22	13	
2310002L09Rik	0	0	2	0	5	1	1	10	2	2	
Myrf	211	229	373	226	191	61	93	58	36	21	
Rtn4ip1	14	14	36	42	1	6	32	42	5	46	
Misp	17	5	37	30	6	26	138	66	38	59	
Drap1	160	102	528	243	116	39	244	52	51	145	
Tmem89	0	0	0	0	0	0	2	6	1	0	
Tmem88	1	7	10	11	2	18	24	12	11	1	
Mir204	0	0	0	0	0	0	0	0	0	0	
Mir205	0	0	0	0	0	0	0	0	0	0	
Mir206	0	0	0	0	0	0	0	0	0	0	
Mir207	0	0	0	0	0	0	0	0	0	0	
Mir201	0	0	0	0	0	0	0	0	0	0	
Mir202	0	0	0	0	0	0	1	0	0	0	
Mir203	0	0	0	0	0	0	0	0	3	0	
BC017643	60	38	111	55	17	19	37	46	21	57	
2310011J03Rik	46	10	94	20	6	9	77	25	30	5	
Gm17727	0	0	0	0	0	0	0	0	0	0	
4931419H13Rik	1	0	0	0	0	4	9	6	13	0	
Pum2	730	274	1554	415	253	43	952	140	55	723	
Pnldc1	0	0	0	0	0	1	1	21	8	0	
Son	1708	525	5091	1040	689	278	2171	278	197	1150	
Mir451a	0	0	0	0	0	0	0	0	0	0	
Pggt1b	58	82	156	50	25	13	147	37	9	35	
Mir451b	0	0	0	0	0	0	0	0	0	0	
Tmem8c	0	0	0	0	0	3	0	20	7	1	
Tmem8b	1507	1158	1195	1948	997	198	263	213	185	742	
Mir20a	0	0	0	0	0	0	0	0	0	0	
Mir20b	0	0	0	0	0	0	0	0	0	0	
Meg3	54	25	50	83	20	64	102	189	95	13	
Mir7091	0	0	0	0	0	0	0	0	0	0	
Mir7090	0	0	0	0	0	0	0	0	0	0	
Mir7093	0	0	0	0	0	0	0	0	0	0	
3830432H09Rik	2	1	1	0	0	1	1	22	11	2	
Abcg1	479	156	1290	389	172	105	441	220	80	120	
Abcg2	43	43	105	55	16	6	4	27	13	14	
Abcg3	1	0	3	8	0	4	11	15	6	0	
Abcg4	0	0	15	2	2	2	4	36	11	2	
Abcg5	0	3	0	0	0	5	6	17	3	3	
Abcg8	0	0	0	2	1	19	8	38	31	15	
Ap5m1	101	27	139	40	19	26	41	18	13	11	
Tmub1	21	2	6	0	0	11	34	29	11	3	
Tmub2	77	21	145	69	24	19	160	65	40	97	
BB019430	0	0	0	0	0	0	8	5	9	0	
Scn9a	1	3	6	4	5	48	20	92	64	5	
Cnrip1	8	16	25	38	0	0	5	15	5	4	
Epm2aip1	324	147	514	181	93	61	417	83	58	160	
Scoc	98	11	194	60	36	9	64	23	10	104	
Necap2	123	61	232	79	36	78	207	27	20	114	
4933400L20Rik	0	0	0	0	0	6	0	12	6	0	
Napg	77	55	197	78	56	39	59	37	15	87	
Atp1a4	1	2	3	0	2	16	14	25	12	4	
Atp1a3	40	24	64	96	12	28	14	74	37	67	
Napb	44	5	6	5	1	22	19	43	16	8	
Napa	174	26	183	26	24	29	205	55	9	92	
AI507597	1	2	0	0	0	1	8	32	23	7	
Pon1	47	38	245	115	43	0	12	11	0	0	
Pon3	80	68	495	141	96	32	233	50	38	92	
Pon2	227	89	358	158	51	97	316	53	33	329	
Nsmce1	9	23	71	17	14	5	74	26	7	19	
Nsmce2	46	2	114	11	11	10	60	46	34	11	
Ipcef1	154	60	54	64	59	68	80	118	96	84	
Lmbr1	23	34	128	89	8	47	77	29	16	39	
Snurf	0	0	0	0	0	0	0	0	0	0	
Olfr1411	0	0	0	0	0	9	2	9	7	1	
Scgb1b2	0	0	0	0	0	3	0	2	0	0	
Olfr1413	0	2	0	0	0	1	0	4	3	0	
Olfr1412	0	2	0	0	0	4	2	12	1	0	
Scgb1b7	0	0	0	0	0	4	0	1	0	0	
Olfr1414	0	0	1	0	0	24	2	14	10	4	
Olfr1417	0	0	0	0	0	0	3	2	5	1	
Olfr1416	0	0	2	0	0	0	0	6	2	2	
Olfr1419	1	1	1	0	0	0	0	1	1	0	
Olfr1418	0	0	0	0	0	7	0	0	2	0	
Gabbr2	6	5	2	1	1	8	24	41	36	6	
Ugp2	123	55	358	185	76	121	216	62	29	157	
Cpped1	33	11	173	49	36	8	100	33	19	173	
Myo9b	211	57	577	144	61	51	396	139	91	467	
Dock10	391	181	565	237	119	51	214	96	53	27	
Dock11	183	25	250	111	93	51	126	64	39	146	
Olfr800	0	0	0	0	0	0	0	7	6	0	
Aox1	107	55	1001	212	46	13	313	64	41	48	
Aox2	0	7	3	4	1	18	4	33	19	11	
Olfr803	0	3	0	1	0	0	2	1	4	0	
Aox4	0	0	0	1	2	17	3	45	13	2	
Olfr805	0	0	0	0	0	0	0	1	1	1	
Olfr806	0	0	0	0	0	0	6	1	5	0	
Olfr807	4	0	0	0	0	0	1	2	4	0	
Olfr808	0	0	0	0	0	3	4	8	0	0	
Olfr809	0	0	0	0	0	0	1	5	7	2	
Fam60a	113	21	327	117	89	48	198	112	55	86	
Ccm2	35	2	107	92	6	11	67	31	22	21	
Kcnmb4os2	1	0	0	0	0	3	3	5	3	0	
Kcnmb4os1	0	0	0	0	0	13	6	20	4	1	
Phlda1	140	57	552	233	128	201	271	107	77	592	
Phlda3	20	3	38	15	6	56	139	43	16	125	
Phlda2	3	0	1	12	0	7	43	9	1	3	
Astn2	159	140	242	229	108	50	46	92	35	91	
Astn1	2	4	8	1	2	53	17	74	45	14	
Gm14405	2	0	7	2	2	5	0	17	7	0	
4933412O06Rik	0	1	0	1	0	3	4	13	1	4	
Gm14403	149	61	461	193	19	32	370	90	35	66	
Prr30	1	8	3	1	4	15	18	54	18	11	
Prr32	0	0	0	0	0	14	0	19	11	1	
Prr33	4	4	0	0	2	3	7	30	10	2	
Prr36	39	55	23	50	35	66	33	92	69	32	
Bcor	160	86	375	83	67	96	77	112	46	86	
Gm12128	0	2	0	0	0	2	16	11	9	0	
Mup21	0	0	1	0	0	0	0	2	0	0	
Mup20	0	0	1	0	0	0	3	4	0	0	
Wdr41	105	9	176	19	16	23	54	41	21	12	
Wdr43	78	40	412	58	27	37	257	59	21	228	
Wdr44	53	24	453	30	20	12	64	41	7	38	
Wdr45	61	57	207	54	1	7	27	10	4	19	
Wdr46	104	14	102	71	9	17	121	59	24	70	
Wdr47	70	1	138	97	82	34	52	58	20	127	
Wdr48	171	132	422	72	68	53	186	53	42	74	
Sergef	12	2	51	6	11	2	24	16	7	1	
Ces2d-ps	0	0	0	0	0	4	3	10	3	2	
Lnx2	114	15	337	51	58	88	143	155	89	133	
Lnx1	0	2	2	2	0	26	72	46	37	36	
Tarsl2	2	6	49	13	9	2	6	21	17	26	
Fam120b	183	32	195	118	28	61	172	87	43	28	
Fam120c	112	73	299	50	26	80	87	72	22	75	
Fam120a	557	210	1385	506	268	147	1127	219	90	938	
Mastl	0	0	14	5	5	22	80	47	12	63	
9530052E02Rik	15	3	8	0	0	13	16	11	3	1	
2310022A10Rik	45	22	70	37	69	20	61	42	19	20	
Grik1	0	0	1	0	4	16	9	37	9	5	
Grik2	3	0	11	11	1	62	4	42	38	5	
Grik3	38	30	100	49	53	91	67	164	72	34	
Grik4	1	0	3	0	0	10	18	41	11	3	
Grik5	46	17	39	35	2	15	45	32	23	25	
Gm13293	0	0	0	0	1	0	5	16	7	1	
Gm13290	0	0	0	0	0	0	0	0	0	0	
Tmem161b	13	4	139	7	9	0	9	27	7	23	
1500012K07Rik	4	1	3	0	6	8	14	50	38	3	
Mast1	3	7	5	1	5	35	79	75	34	68	
Mast2	216	101	452	130	87	93	300	101	51	90	
Mast3	69	30	250	139	40	90	84	113	40	39	
Mast4	314	106	1036	247	98	89	640	213	147	551	
Ptgs2os	3	1	0	0	4	12	6	13	10	1	
Psip1	112	51	827	106	68	65	252	49	29	71	
Cand2	62	50	144	71	63	82	90	204	109	97	
Cand1	245	90	705	193	61	56	317	104	64	200	
Foxa1	241	86	377	278	166	84	751	92	48	277	
Foxa3	0	4	4	18	1	16	5	43	10	13	
BC061195	0	0	0	0	0	0	0	0	0	0	
Msl3l2	20	3	52	5	13	22	26	23	16	12	
Rhebl1	12	0	4	6	0	0	5	12	5	5	
Nanos1	3	2	28	1	0	6	33	39	33	9	
Nanos3	0	0	0	0	0	5	0	3	3	1	
Nanos2	0	0	4	0	0	18	13	14	13	4	
Zpld1	0	0	4	0	0	2	5	14	4	0	
Mc3r	1	1	0	1	1	22	10	31	8	1	
Cartpt	0	11	1	0	0	7	0	18	12	13	
LOC106740	6	8	24	30	9	0	36	8	3	13	
Speer8-ps1	13	22	9	13	22	131	158	365	179	53	
Mir568	0	0	0	0	0	0	0	0	0	0	
BC048671	2	0	2	1	2	3	8	31	9	3	
BC048679	0	0	1	0	0	0	0	1	2	4	
Kcna10	0	0	0	0	0	34	5	25	12	3	
Cobll1	202	101	611	202	91	123	268	68	29	166	
U2af1l4	29	37	168	64	36	10	22	20	13	15	
